Num Nodes, Name[No Query], KAT size[No Query], Temp size[No Query], Num Queries[No Query], Rules[No Query], Rules opt1[No Query], Rules opt2[No Query], Tags[No Query], Time(Total)[No Query], Time(Temporal Automaton)[No Query], Time (Policy Automaton)[No Query], Time (Determinization)[No Query], Time (Minimize)[No Query], Time (Intersection)[No Query], Time (Extraction)[No Query], Time (Rule Gen)[No Query], Name[Congested], KAT size[Congested], Temp size[Congested], Num Queries[Congested], Rules[Congested], Rules opt1[Congested], Rules opt2[Congested], Tags[Congested], Time(Total)[Congested], Time(Temporal Automaton)[Congested], Time (Policy Automaton)[Congested], Time (Determinization)[Congested], Time (Minimize)[Congested], Time (Intersection)[Congested], Time (Extraction)[Congested], Time (Rule Gen)[Congested], Name[DDOS], KAT size[DDOS], Temp size[DDOS], Num Queries[DDOS], Rules[DDOS], Rules opt1[DDOS], Rules opt2[DDOS], Tags[DDOS], Time(Total)[DDOS], Time(Temporal Automaton)[DDOS], Time (Policy Automaton)[DDOS], Time (Determinization)[DDOS], Time (Minimize)[DDOS], Time (Intersection)[DDOS], Time (Extraction)[DDOS], Time (Rule Gen)[DDOS], Name[Port Matrix], KAT size[Port Matrix], Temp size[Port Matrix], Num Queries[Port Matrix], Rules[Port Matrix], Rules opt1[Port Matrix], Rules opt2[Port Matrix], Tags[Port Matrix], Time(Total)[Port Matrix], Time(Temporal Automaton)[Port Matrix], Time (Policy Automaton)[Port Matrix], Time (Determinization)[Port Matrix], Time (Minimize)[Port Matrix], Time (Intersection)[Port Matrix], Time (Extraction)[Port Matrix], Time (Rule Gen)[Port Matrix], Name[Pys. Isolation], KAT size[Pys. Isolation], Temp size[Pys. Isolation], Num Queries[Pys. Isolation], Rules[Pys. Isolation], Rules opt1[Pys. Isolation], Rules opt2[Pys. Isolation], Tags[Pys. Isolation], Time(Total)[Pys. Isolation], Time(Temporal Automaton)[Pys. Isolation], Time (Policy Automaton)[Pys. Isolation], Time (Determinization)[Pys. Isolation], Time (Minimize)[Pys. Isolation], Time (Intersection)[Pys. Isolation], Time (Extraction)[Pys. Isolation], Time (Rule Gen)[Pys. Isolation], Name[Simple Path], KAT size[Simple Path], Temp size[Simple Path], Num Queries[Simple Path], Rules[Simple Path], Rules opt1[Simple Path], Rules opt2[Simple Path], Tags[Simple Path], Time(Total)[Simple Path], Time(Temporal Automaton)[Simple Path], Time (Policy Automaton)[Simple Path], Time (Determinization)[Simple Path], Time (Minimize)[Simple Path], Time (Intersection)[Simple Path], Time (Extraction)[Simple Path], Time (Rule Gen)[Simple Path], Name[Slice Isolation], KAT size[Slice Isolation], Temp size[Slice Isolation], Num Queries[Slice Isolation], Rules[Slice Isolation], Rules opt1[Slice Isolation], Rules opt2[Slice Isolation], Tags[Slice Isolation], Time(Total)[Slice Isolation], Time(Temporal Automaton)[Slice Isolation], Time (Policy Automaton)[Slice Isolation], Time (Determinization)[Slice Isolation], Time (Minimize)[Slice Isolation], Time (Intersection)[Slice Isolation], Time (Extraction)[Slice Isolation], Time (Rule Gen)[Slice Isolation], 
20, Oxford, 3476, 0, 0, 760, 381, 381, 1, 0.058323, 8e-06, 0.042632, 0.003861, 0.001314, 0., 0.007091, 0.001729, Oxford, 3496, 10, 2, 4188, 3808, 3029, 10, 0.185452, 0.000338, 0.042332, 0.005198, 0.00182, 0.029943, 0.087848, 0.016358, Oxford, 3520, 20, 5, 3046, 2666, 2286, 6, 0.216399, 0.000515, 0.042351, 0.005108, 0.001874, 0.081609, 0.067787, 0.014822, Oxford, 3504, 4, 2, 1676, 1257, 459, 3, 0.119809, 0.00013, 0.045522, 0.003575, 0.001357, 0.025806, 0.036694, 0.004854, Oxford, 3480, 42, 1, 800, 401, 401, 1, 0.078747, 0.00271, 0.045049, 0.008975, 0.003376, 0.003712, 0.012064, 0.001683, Oxford, 3488, 2, 1, 1142, 762, 743, 2, 0.072612, 8e-05, 0.041442, 0.003601, 0.001261, 0.005314, 0.015612, 0.003702, Oxford, 3572, 44, 2, 1560, 1161, 781, 2, 0.112802, 0.003181, 0.053657, 0.008266, 0.002988, 0.014095, 0.023314, 0.005418, 
18, Pacificwave, 2884, 0, 0, 612, 307, 307, 1, 0.041479, 7e-06, 0.029703, 0.003494, 0.001208, 0., 0.004753, 0.000925, Pacificwave, 2904, 10, 2, 3374, 3068, 2439, 10, 0.142435, 0.000304, 0.027585, 0.005955, 0.00098, 0.02621, 0.064486, 0.014968, Pacificwave, 2920, 16, 4, 2147, 1841, 1535, 5, 0.131712, 0.000401, 0.032856, 0.003271, 0.001002, 0.040098, 0.044493, 0.007582, Pacificwave, 2884, 0, 0, 612, 307, 307, 1, 0.041892, 5e-06, 0.027429, 0.005771, 0.001452, 0., 0.004617, 0.001119, Pacificwave, 2888, 38, 1, 648, 325, 325, 1, 0.065498, 0.002372, 0.039011, 0.005605, 0.002099, 0.002109, 0.012067, 0.00116, Pacificwave, 2896, 2, 1, 920, 614, 597, 2, 0.055890, 6.1e-05, 0.03095, 0.002659, 0.001121, 0.003417, 0.013769, 0.002596, Pacificwave, 2972, 40, 2, 1260, 937, 631, 2, 0.084510, 0.001442, 0.034066, 0.006139, 0.002355, 0.010602, 0.022842, 0.004691, 
21, Packetexchange, 3814, 0, 0, 840, 421, 421, 1, 0.057235, 4e-06, 0.039835, 0.003859, 0.002233, 0., 0.008478, 0.001531, Packetexchange, 3834, 10, 2, 4628, 4208, 3348, 10, 0.211697, 0.000323, 0.050361, 0.005922, 0.001879, 0.032087, 0.100072, 0.019329, Packetexchange, 3858, 20, 5, 3366, 2946, 2526, 6, 0.235880, 0.000547, 0.0539, 0.006473, 0.001669, 0.07727, 0.076629, 0.016733, Packetexchange, 3842, 4, 2, 1844, 1383, 503, 3, 0.120320, 9.4e-05, 0.044342, 0.009675, 0.001465, 0.021721, 0.035952, 0.005707, Packetexchange, 3818, 44, 1, 882, 442, 442, 1, 0.089638, 0.003127, 0.054612, 0.008823, 0.002939, 0.002794, 0.013797, 0.002207, Packetexchange, 3826, 2, 1, 1262, 842, 822, 2, 0.078386, 7.3e-05, 0.045241, 0.00344, 0.001275, 0.006537, 0.017186, 0.002966, Packetexchange, 3914, 46, 2, 1722, 1282, 862, 2, 0.121195, 0.003352, 0.055924, 0.008848, 0.003794, 0.014401, 0.025144, 0.00772, 
15, Padi, 454, 0, 0, 84, 43, 43, 1, 0.004488, 3e-06, 0.00317, 0.000244, 9.6e-05, 1e-06, 0.000495, 8e-05, Padi, 474, 10, 2, 471, 429, 339, 10, 0.015341, 0.000309, 0.00298, 0.000448, 0.000119, 0.002763, 0.006399, 0.001701, Padi, 482, 12, 3, 538, 397, 355, 7, 0.019982, 0.00024, 0.003283, 0.000451, 0.000157, 0.004336, 0.008917, 0.001919, Padi, 818, 12, 6, 660, 577, 289, 7, 0.108383, 0.000237, 0.02635, 0.012351, 0.001812, 0.039284, 0.02422, 0.002857, Padi, 458, 32, 1, 290, 146, 146, 1, 0.008376, 0.001478, 0.002753, 0.00046, 0.000185, 0.000516, 0.002087, 0.000555, Padi, 466, 2, 1, 128, 86, 80, 2, 0.007306, 6.6e-05, 0.00401, 0.000337, 0.000129, 0.000438, 0.001425, 0.000404, Padi, 530, 34, 2, 142, 93, 51, 1, 0.011833, 0.00323, 0.004242, 0.000689, 0.000239, 0.00088, 0.001147, 0.000428, 
45, Palmetto, 16954, 0, 0, 3960, 1981, 1981, 1, 0.463488, 8e-06, 0.363479, 0.027948, 0.010519, 0., 0.048441, 0.006932, Palmetto, 16974, 10, 2, 21788, 19808, 15804, 10, 1.465915, 0.000221, 0.377154, 0.026372, 0.010499, 0.198479, 0.706737, 0.13851, Palmetto, 17046, 44, 11, 27732, 25752, 23772, 12, 4.640582, 0.00047, 0.403916, 0.04216, 0.018227, 2.495125, 1.416712, 0.253041, Palmetto, 16982, 4, 2, 8276, 6207, 2159, 3, 0.897185, 7e-05, 0.384126, 0.027241, 0.010272, 0.140242, 0.301465, 0.02617, Palmetto, 16958, 92, 1, 4050, 2026, 2026, 1, 0.728132, 0.01376, 0.475281, 0.060072, 0.028488, 0.020293, 0.11234, 0.010055, Palmetto, 16966, 2, 1, 5942, 3962, 3918, 2, 0.570781, 4.4e-05, 0.359391, 0.025157, 0.011278, 0.032694, 0.113794, 0.020987, Palmetto, 17150, 94, 2, 8010, 5986, 4006, 2, 0.847287, 0.006852, 0.413875, 0.060428, 0.029296, 0.114582, 0.175181, 0.038891, 
16, Peer1, 2260, 0, 0, 480, 241, 241, 1, 0.032609, 7e-06, 0.021051, 0.004512, 0.000719, 2e-06, 0.004313, 0.00069, Peer1, 2280, 10, 2, 2648, 2408, 1913, 10, 0.108580, 0.000294, 0.020759, 0.002066, 0.000786, 0.019877, 0.054399, 0.008419, Peer1, 2296, 16, 4, 1685, 1445, 1205, 5, 0.103209, 0.000374, 0.020874, 0.002345, 0.00077, 0.032924, 0.036434, 0.007885, Peer1, 2288, 4, 2, 1084, 813, 303, 3, 0.070649, 0.00013, 0.022587, 0.002431, 0.00083, 0.016642, 0.021785, 0.004701, Peer1, 2264, 34, 1, 512, 257, 257, 1, 0.047100, 0.002844, 0.021521, 0.006362, 0.0018, 0.001742, 0.010347, 0.001306, Peer1, 2272, 2, 1, 722, 482, 467, 2, 0.044680, 6.9e-05, 0.023564, 0.001818, 0.000771, 0.00519, 0.009353, 0.002734, Peer1, 2340, 36, 2, 992, 737, 497, 2, 0.064790, 0.001021, 0.025453, 0.006885, 0.002135, 0.008238, 0.016584, 0.003284, 
127, Pern, 130330, 0, 0, 32004, 16003, 16003, 1, 11.883054, 1.9e-05, 10.406605, 0.404248, 0.152853, 9.99999999252e-07, 0.734677, 0.121144, Pern, 130350, 10, 2, 176030, 160028, 127898, 10, 25.500453, 0.000293, 10.685824, 0.369566, 0.134275, 2.815203, 9.412416, 2.016961, Pern, 130494, 80, 20, 368067, 352065, 336063, 21, 200.209477, 0.002311, 10.69344, 0.72215, 0.287379, 146.519551, 35.865621, 6.040872, Pern, 130330, 0, 0, 32004, 16003, 16003, 1, 11.530074, 1.3e-05, 10.282533, 0.310032, 0.089807, 9.99999999252e-07, 0.676655, 0.104769, Pern, 130334, 256, 1, 32258, 16130, 16130, 1, 18.804831, 0.314585, 14.864653, 0.888308, 0.43391, 0.316276, 1.75329, 0.160981, Pern, 130342, 2, 1, 48008, 32006, 31880, 2, 13.683286, 4.1e-05, 10.720574, 0.409882, 0.148886, 0.416829, 1.608254, 0.309399, Pern, 130854, 258, 2, 64262, 48134, 32132, 2, 19.549229, 0.08015, 13.329944, 0.761369, 0.299126, 1.842523, 2.745603, 0.418403, 
36, PionierL1, 10792, 0, 0, 2520, 1261, 1261, 1, 0.235975, 6e-06, 0.18326, 0.014794, 0.0033, 0., 0.023463, 0.004672, PionierL1, 10812, 10, 2, 13868, 12608, 10053, 10, 0.761906, 0.000227, 0.193019, 0.012928, 0.005844, 0.105704, 0.354359, 0.082144, PionierL1, 10868, 36, 9, 15130, 13870, 12610, 10, 1.769361, 0.000405, 0.200914, 0.020395, 0.008237, 0.847971, 0.585431, 0.098173, PionierL1, 10868, 6, 3, 6834, 5467, 1582, 4, 0.695936, 9.1e-05, 0.186178, 0.01627, 0.006302, 0.180068, 0.272141, 0.02824, PionierL1, 10796, 74, 1, 2592, 1297, 1297, 1, 0.352348, 0.007356, 0.232476, 0.026028, 0.012124, 0.009688, 0.052956, 0.005216, PionierL1, 10804, 2, 1, 3782, 2522, 2487, 2, 0.300373, 0.002123, 0.185359, 0.0136, 0.005696, 0.016363, 0.061588, 0.011128, PionierL1, 10952, 76, 2, 5112, 3817, 2557, 2, 0.440416, 0.00381, 0.214445, 0.026688, 0.011822, 0.059604, 0.101485, 0.015744, 
38, PionierL3, 12104, 0, 0, 2812, 1407, 1407, 1, 0.278403, 6e-06, 0.215922, 0.016178, 0.006681, 0., 0.025794, 0.006782, PionierL3, 12124, 10, 2, 15474, 14068, 11219, 10, 0.878725, 0.000233, 0.217564, 0.01531, 0.005734, 0.123375, 0.411526, 0.097779, PionierL3, 12180, 36, 9, 16882, 15476, 14070, 10, 2.102123, 0.000406, 0.228178, 0.020631, 0.008687, 1.022418, 0.686355, 0.126582, PionierL3, 12132, 4, 2, 5924, 4443, 1557, 3, 0.551111, 6.7e-05, 0.225392, 0.016775, 0.006544, 0.091773, 0.182648, 0.020697, PionierL3, 12108, 78, 1, 2888, 1445, 1445, 1, 0.415300, 0.00846, 0.277722, 0.032766, 0.013391, 0.011631, 0.059058, 0.00535, PionierL3, 12116, 2, 1, 4220, 2814, 2777, 2, 0.347027, 4.4e-05, 0.22484, 0.017738, 0.004104, 0.016367, 0.065281, 0.011642, PionierL3, 12272, 80, 2, 5700, 4257, 2851, 2, 0.520406, 0.004423, 0.262777, 0.033939, 0.013699, 0.071231, 0.108867, 0.018077, 
24, Psinet, 4864, 0, 0, 1104, 553, 553, 1, 0.088633, 8e-06, 0.069248, 0.004869, 0.00154, 0., 0.008819, 0.001827, Psinet, 4884, 10, 2, 6080, 5528, 4401, 10, 0.271252, 0.000482, 0.069488, 0.004739, 0.001842, 0.036273, 0.123287, 0.032431, Psinet, 4916, 24, 6, 4975, 4423, 3871, 7, 0.373289, 0.000605, 0.069808, 0.006554, 0.002476, 0.136808, 0.127743, 0.024924, Psinet, 4892, 4, 2, 2396, 1797, 647, 3, 0.163998, 0.00017, 0.067374, 0.005385, 0.002099, 0.02834, 0.050689, 0.007591, Psinet, 4868, 50, 1, 1152, 577, 577, 1, 0.126662, 0.005117, 0.085279, 0.008833, 0.003359, 0.003434, 0.016837, 0.001672, Psinet, 4876, 2, 1, 1658, 1106, 1083, 2, 0.108808, 7.9e-05, 0.068596, 0.004915, 0.001923, 0.005783, 0.021116, 0.004264, Psinet, 4976, 52, 2, 2256, 1681, 1129, 2, 0.160938, 0.002496, 0.07998, 0.010071, 0.004391, 0.019447, 0.036373, 0.006286, 
20, Quest, 3536, 0, 0, 760, 381, 381, 1, 0.056405, 5e-06, 0.040319, 0.003586, 0.001374, 0., 0.007199, 0.002254, Quest, 3556, 10, 2, 4188, 3808, 3029, 10, 0.194515, 0.000318, 0.043146, 0.003981, 0.001653, 0.03074, 0.094353, 0.018794, Quest, 3580, 20, 5, 3046, 2666, 2286, 6, 0.217650, 0.000502, 0.048407, 0.005137, 0.001494, 0.07534, 0.06933, 0.015236, Quest, 3564, 4, 2, 1676, 1257, 459, 3, 0.116928, 0.000129, 0.044907, 0.005593, 0.001903, 0.020427, 0.037758, 0.004496, Quest, 3540, 42, 1, 800, 401, 401, 1, 0.084245, 0.003776, 0.049048, 0.009156, 0.002858, 0.002763, 0.013024, 0.002067, Quest, 3548, 2, 1, 1142, 762, 743, 2, 0.075431, 6.2e-05, 0.04135, 0.00394, 0.001239, 0.005942, 0.017715, 0.003849, Quest, 3632, 44, 2, 1560, 1161, 781, 2, 0.105833, 0.002158, 0.046131, 0.009627, 0.003152, 0.014328, 0.02388, 0.005172, 
84, RedBestel, 57496, 0, 0, 13944, 6973, 6973, 1, 3.029773, 7e-06, 2.55756, 0.128405, 0.05177, 1.99999999984e-06, 0.231405, 0.037377, RedBestel, 57516, 10, 2, 76700, 69728, 55701, 10, 7.724052, 0.000167, 2.537645, 0.126136, 0.045893, 0.902476, 3.315296, 0.767586, RedBestel, 57660, 80, 20, 160377, 153405, 146433, 21, 60.063070, 0.000624, 2.998305, 0.274841, 0.125221, 41.800776, 12.434383, 2.392853, RedBestel, 57524, 4, 2, 28556, 21417, 7307, 3, 4.848830, 5.1e-05, 2.465306, 0.105492, 0.03275, 0.621585, 1.43453, 0.16671, RedBestel, 57500, 170, 1, 14112, 7057, 7057, 1, 4.462202, 0.094135, 3.260728, 0.28402, 0.125633, 0.096581, 0.528602, 0.046645, RedBestel, 57508, 2, 1, 20918, 13946, 13863, 2, 3.427161, 0.000589, 2.427986, 0.124373, 0.054741, 0.159195, 0.529386, 0.106329, RedBestel, 57848, 172, 2, 28056, 21001, 14029, 2, 5.142341, 0.026261, 2.981929, 0.287162, 0.151041, 0.588941, 0.89461, 0.185402, 
19, Rediris, 3238, 0, 0, 684, 343, 343, 1, 0.054649, 7e-06, 0.038804, 0.004239, 0.001511, 0., 0.007556, 0.000815, Rediris, 3258, 10, 2, 3770, 3428, 2726, 10, 0.171739, 0.000419, 0.037802, 0.00325, 0.001328, 0.031229, 0.078611, 0.017125, Rediris, 3274, 16, 4, 2399, 2057, 1715, 5, 0.164291, 0.000395, 0.042062, 0.004046, 0.001346, 0.051818, 0.052459, 0.010113, Rediris, 3266, 4, 2, 1516, 1137, 417, 3, 0.104620, 0.000126, 0.040779, 0.004401, 0.001592, 0.019439, 0.031313, 0.005269, Rediris, 3242, 40, 1, 722, 362, 362, 1, 0.074733, 0.003504, 0.045689, 0.007821, 0.002414, 0.002776, 0.009957, 0.001145, Rediris, 3250, 2, 1, 1028, 686, 668, 2, 0.071431, 7.7e-05, 0.038924, 0.002903, 0.001593, 0.005813, 0.016498, 0.004041, Rediris, 3330, 42, 2, 1406, 1046, 704, 2, 0.103485, 0.002106, 0.043244, 0.007406, 0.002889, 0.01547, 0.026301, 0.004717, 
5, Renam, 242, 0, 0, 40, 21, 21, 1, 0.002045, 2e-06, 0.001092, 0.000212, 8.4e-05, 0., 0.000364, 5.3e-05, Renam, 262, 10, 2, 228, 208, 164, 10, 0.008174, 0.000288, 0.001768, 0.000192, 6.7e-05, 0.001324, 0.003379, 0.000603, Renam, 254, 4, 1, 82, 62, 42, 2, 0.003431, 8.9e-05, 0.001337, 0.000252, 9.8e-05, 0.000599, 0.000675, 0.000132, Renam, 242, 0, 0, 40, 21, 21, 1, 0.002265, 4e-06, 0.001205, 0.000204, 0.000105, 0., 0.000349, 6.8e-05, Renam, 246, 12, 1, 50, 26, 26, 1, 0.003398, 0.00027, 0.0015, 0.000822, 8.3e-05, 9.3e-05, 0.000301, 8.8e-05, Renam, 254, 2, 1, 62, 42, 38, 2, 0.004165, 5.1e-05, 0.001643, 0.000419, 0.000102, 0.000349, 0.001171, 0.000117, Renam, 278, 14, 2, 90, 66, 46, 2, 0.004643, 0.000271, 0.002088, 0.000299, 0.000104, 0.00051, 0.000811, 0.000139, 
24, Renater1999, 4840, 0, 0, 1104, 553, 553, 1, 0.085453, 4e-06, 0.066481, 0.004793, 0.001696, 0., 0.008949, 0.00199, Renater1999, 4860, 10, 2, 6080, 5528, 4401, 10, 0.273071, 0.000401, 0.068762, 0.005383, 0.001789, 0.037757, 0.126832, 0.029678, Renater1999, 4892, 24, 6, 4975, 4423, 3871, 7, 0.352221, 0.000612, 0.067082, 0.006387, 0.002193, 0.126708, 0.122291, 0.022476, Renater1999, 4840, 0, 0, 1104, 553, 553, 1, 0.084899, 8e-06, 0.064678, 0.004925, 0.001793, 1e-06, 0.008501, 0.002613, Renater1999, 4844, 50, 1, 1152, 577, 577, 1, 0.124127, 0.00494, 0.079099, 0.009257, 0.003516, 0.003244, 0.020399, 0.001559, Renater1999, 4852, 2, 1, 1658, 1106, 1083, 2, 0.107006, 7.5e-05, 0.067207, 0.007443, 0.001278, 0.005516, 0.019129, 0.004165, Renater1999, 4952, 52, 2, 2256, 1681, 1129, 2, 0.157394, 0.002538, 0.077742, 0.010225, 0.00368, 0.018915, 0.035247, 0.007287, 
24, Renater2001, 4888, 0, 0, 1104, 553, 553, 1, 0.080448, 5e-06, 0.06164, 0.005102, 0.001818, 1e-06, 0.00802, 0.001738, Renater2001, 4908, 10, 2, 6080, 5528, 4401, 10, 0.275052, 0.000457, 0.069328, 0.005209, 0.001841, 0.039798, 0.12699, 0.028859, Renater2001, 4940, 24, 6, 4975, 4423, 3871, 7, 0.375432, 0.000577, 0.069812, 0.00609, 0.0027, 0.143936, 0.123841, 0.024273, Renater2001, 4916, 4, 2, 2396, 1797, 647, 3, 0.166361, 0.000173, 0.067824, 0.005779, 0.00214, 0.030418, 0.049991, 0.007651, Renater2001, 4892, 50, 1, 1152, 577, 577, 1, 0.132599, 0.005059, 0.088581, 0.00969, 0.003701, 0.003791, 0.017963, 0.001657, Renater2001, 4900, 2, 1, 1658, 1106, 1083, 2, 0.109818, 5.9e-05, 0.066152, 0.005436, 0.001891, 0.010223, 0.020299, 0.004248, Renater2001, 5000, 52, 2, 2256, 1681, 1129, 2, 0.171965, 0.003699, 0.084571, 0.011198, 0.00408, 0.021374, 0.036953, 0.007076, 
30, Renater2004, 7576, 0, 0, 1740, 871, 871, 1, 0.157352, 8e-06, 0.123584, 0.008596, 0.003215, 1e-06, 0.014993, 0.003648, Renater2004, 7596, 10, 2, 9578, 8708, 6939, 10, 0.467649, 0.000781, 0.115556, 0.008496, 0.003026, 0.068392, 0.21852, 0.047108, Renater2004, 7636, 28, 7, 8708, 7838, 6968, 8, 0.815506, 0.000749, 0.119008, 0.011739, 0.00441, 0.340822, 0.270517, 0.062386, Renater2004, 7604, 4, 2, 3716, 2787, 989, 3, 0.297313, 0.000135, 0.129122, 0.009604, 0.003413, 0.043089, 0.096487, 0.012096, Renater2004, 7580, 62, 1, 1800, 901, 901, 1, 0.223935, 0.007152, 0.145527, 0.018528, 0.007617, 0.006645, 0.032364, 0.002776, Renater2004, 7588, 2, 1, 2612, 1742, 1713, 2, 0.179454, 7.9e-05, 0.113694, 0.008023, 0.003045, 0.01097, 0.033171, 0.007177, Renater2004, 7712, 64, 2, 3540, 2641, 1771, 2, 0.283279, 0.004468, 0.138225, 0.020325, 0.008272, 0.036443, 0.061577, 0.010343, 
33, Renater2006, 9166, 0, 0, 2112, 1057, 1057, 1, 0.195199, 9e-06, 0.152414, 0.01322, 0.003177, 0., 0.018265, 0.004212, Renater2006, 9186, 10, 2, 11624, 10568, 8424, 10, 0.625875, 0.001683, 0.149876, 0.011612, 0.003957, 0.0909, 0.306565, 0.057323, Renater2006, 9234, 32, 8, 11625, 10569, 9513, 9, 1.277964, 0.002614, 0.163489, 0.017661, 0.004686, 0.596576, 0.406569, 0.081496, Renater2006, 9242, 6, 3, 5769, 4615, 1351, 4, 0.597574, 0.000182, 0.157687, 0.015666, 0.00556, 0.150352, 0.241744, 0.0201, Renater2006, 9170, 68, 1, 2178, 1090, 1090, 1, 0.291928, 0.00823, 0.197515, 0.023387, 0.006987, 0.007622, 0.03997, 0.003452, Renater2006, 9178, 2, 1, 3170, 2114, 2082, 2, 0.243079, 7.8e-05, 0.147233, 0.011496, 0.004395, 0.013806, 0.048937, 0.012403, Renater2006, 9314, 70, 2, 4290, 3202, 2146, 2, 0.381713, 0.005232, 0.191984, 0.028102, 0.009689, 0.04336, 0.083075, 0.016047, 
33, Renater2008, 9166, 0, 0, 2112, 1057, 1057, 1, 0.196242, 8e-06, 0.15383, 0.013168, 0.003143, 1e-06, 0.01815, 0.00412, Renater2008, 9186, 10, 2, 11624, 10568, 8424, 10, 0.628365, 0.001632, 0.14974, 0.011794, 0.003965, 0.090309, 0.309165, 0.057595, Renater2008, 9234, 32, 8, 11625, 10569, 9513, 9, 1.281831, 0.002395, 0.162466, 0.017523, 0.004694, 0.597885, 0.410032, 0.081909, Renater2008, 9242, 6, 3, 5769, 4615, 1351, 4, 0.618719, 0.000181, 0.170915, 0.020193, 0.005838, 0.151439, 0.24362, 0.020436, Renater2008, 9170, 68, 1, 2178, 1090, 1090, 1, 0.295962, 0.00812, 0.200597, 0.023612, 0.00734, 0.007734, 0.040192, 0.003535, Renater2008, 9178, 2, 1, 3170, 2114, 2082, 2, 0.244875, 8e-05, 0.14938, 0.011538, 0.004392, 0.014158, 0.048551, 0.012319, Renater2008, 9314, 70, 2, 4290, 3202, 2146, 2, 0.377684, 0.003703, 0.190032, 0.027899, 0.009674, 0.043744, 0.083414, 0.016107, 
43, Renater2010, 15382, 0, 0, 3612, 1807, 1807, 1, 0.393910, 6e-06, 0.315422, 0.022695, 0.005575, 2e-06, 0.035733, 0.007359, Renater2010, 15402, 10, 2, 19874, 18068, 14414, 10, 1.277723, 0.000224, 0.314846, 0.025869, 0.009505, 0.182724, 0.61024, 0.126985, Renater2010, 15466, 40, 10, 23489, 21683, 19877, 11, 3.550065, 0.000436, 0.340827, 0.032578, 0.011597, 1.806591, 1.096073, 0.252048, Renater2010, 15410, 4, 2, 7564, 5673, 1977, 3, 0.746975, 7.3e-05, 0.318449, 0.023373, 0.007954, 0.129887, 0.23399, 0.026132, Renater2010, 15386, 88, 1, 3698, 1850, 1850, 1, 0.587947, 0.011443, 0.386359, 0.048015, 0.022542, 0.018105, 0.086982, 0.007035, Renater2010, 15394, 2, 1, 5420, 3614, 3572, 2, 0.488381, 4.9e-05, 0.308755, 0.020422, 0.008943, 0.028449, 0.093908, 0.020772, Renater2010, 15570, 90, 2, 7310, 5462, 3656, 2, 0.763489, 0.005831, 0.389965, 0.05243, 0.02089, 0.09214, 0.162603, 0.03207, 
19, Restena, 3106, 0, 0, 684, 343, 343, 1, 0.043406, 6e-06, 0.031464, 0.002694, 0.000959, 0., 0.004901, 0.002204, Restena, 3126, 10, 2, 3770, 3428, 2726, 10, 0.162024, 0.00031, 0.038911, 0.003308, 0.001259, 0.027338, 0.072498, 0.016979, Restena, 3142, 16, 4, 2399, 2057, 1715, 5, 0.153327, 0.000401, 0.040364, 0.004887, 0.001793, 0.046407, 0.047857, 0.008856, Restena, 3254, 8, 4, 2500, 2083, 643, 5, 0.225881, 0.00025, 0.044345, 0.006758, 0.002363, 0.082341, 0.079828, 0.008047, Restena, 3110, 40, 1, 722, 362, 362, 1, 0.064151, 0.002522, 0.037336, 0.005614, 0.001988, 0.001984, 0.011431, 0.002173, Restena, 3118, 2, 1, 1028, 686, 668, 2, 0.058151, 5.5e-05, 0.028423, 0.005602, 0.000701, 0.00401, 0.015117, 0.003154, Restena, 3198, 42, 2, 1406, 1046, 704, 2, 0.092964, 0.002675, 0.042449, 0.006479, 0.002342, 0.014027, 0.019601, 0.004024, 
37, Reuna, 11314, 0, 0, 2664, 1333, 1333, 1, 0.244011, 5e-06, 0.189909, 0.014166, 0.005346, 0., 0.023424, 0.005247, Reuna, 11334, 10, 2, 14660, 13328, 10628, 10, 0.786151, 0.000162, 0.202891, 0.013579, 0.005331, 0.111315, 0.362005, 0.086099, Reuna, 11390, 36, 9, 15994, 14662, 13330, 10, 1.816481, 0.000403, 0.212603, 0.019843, 0.007994, 0.872475, 0.588771, 0.106412, Reuna, 11342, 4, 2, 5620, 4215, 1479, 3, 0.474595, 6.9e-05, 0.199419, 0.013871, 0.004855, 0.079134, 0.153719, 0.017092, Reuna, 11318, 76, 1, 2738, 1370, 1370, 1, 0.372543, 0.006099, 0.25063, 0.027048, 0.012572, 0.010918, 0.054046, 0.006851, Reuna, 11326, 2, 1, 3998, 2666, 2630, 2, 0.310398, 4.4e-05, 0.204474, 0.013915, 0.005141, 0.016892, 0.053052, 0.010497, Reuna, 11478, 78, 2, 5402, 4034, 2702, 2, 0.472962, 0.004062, 0.233317, 0.029052, 0.013034, 0.061628, 0.105332, 0.019629, 
